ChannelPartnerID,Month,Year,Brand,Sales
44176,11,2022,B5,2906
44176,1,2021,B3,52570
44176,6,2021,B5,14562
44176,10,2022,B4,14159
44177,2,2022,B4,20978
44177,10,2022,B3,19516
44177,8,2021,B5,31322
44178,7,2021,B5,21468
44178,1,2022,B5,13374
44179,12,2021,B1,43417
44179,11,2021,B2,10116
44179,5,2022,B2,11352
44179,8,2022,B2,57739
44179,2,2022,B3,39839
44179,11,2022,B5,8119
44179,2,2021,B2,7452
44179,12,2021,B2,15723
44179,7,2022,B1,6274
44179,11,2021,B2,33274
44179,10,2021,B4,38146
44180,12,2022,B3,8147
44180,2,2021,B4,29924
44180,6,2021,B5,11065
44180,3,2022,B4,12499
44180,3,2021,B1,8985
44180,6,2021,B5,22060
44180,6,2022,B5,58914
44180,4,2022,B5,30953
44181,12,2021,B2,14604
44181,12,2021,B4,24133
44181,1,2021,B4,21414
44181,6,2022,B2,28854
44181,1,2022,B4,35569
44181,9,2021,B3,46434
44181,1,2022,B1,14452
44181,12,2022,B3,2978
44181,1,2022,B4,64408
44181,2,2021,B5,6536
44181,10,2022,B1,11372
44182,3,2021,B2,47298
44182,10,2022,B3,36418
44182,1,2022,B5,6155
44182,9,2021,B3,7626
44182,6,2022,B2,10958
44182,10,2022,B3,38866
44182,4,2022,B4,12723
44183,1,2022,B5,13636
44183,2,2021,B3,12364
44183,2,2022,B3,26846
44183,5,2021,B2,34102
44183,1,2021,B5,10170
44183,2,2021,B4,46136
44183,12,2022,B4,23107
44184,9,2021,B2,6483
44184,4,2022,B2,49277
44185,5,2022,B5,4994
44185,3,2021,B4,22518
44185,8,2022,B3,10701
44185,8,2021,B1,27773
44185,11,2021,B3,8054
44185,2,2021,B3,8788
44185,3,2022,B3,18228
44186,10,2021,B5,17189
44186,9,2022,B4,8214
44186,10,2022,B3,20680
44187,4,2021,B4,10759
44187,4,2022,B3,27325
44187,6,2022,B4,14841
44187,1,2021,B3,7371
44187,6,2022,B2,15042
44188,11,2021,B4,11965
44188,9,2022,B4,36991
44188,1,2021,B2,8579
44188,9,2022,B1,6551
44188,12,2022,B3,26008
44188,5,2021,B1,15646
44188,8,2021,B1,2826
44188,6,2021,B3,17263
44188,10,2022,B5,18913
44188,8,2022,B3,29413
44189,2,2021,B4,14639
44189,2,2022,B4,12819
44189,9,2022,B3,34713
44189,6,2022,B3,5539
44189,3,2022,B3,54150
44190,10,2021,B1,21825
44190,2,2022,B4,10390
44191,6,2021,B2,38950
44191,5,2021,B4,44676
44191,8,2022,B4,20023
44191,6,2022,B3,10748
44191,5,2022,B4,7817
44191,3,2021,B3,12933
44192,4,2021,B4,19693
44192,12,2022,B1,6178
44192,3,2022,B1,8961
44192,9,2021,B4,28399
44192,9,2022,B3,51060
44193,8,2021,B3,37860
44193,2,2021,B3,57925
44193,4,2022,B2,21650
44193,12,2021,B2,20977
44193,10,2021,B4,48780
44193,11,2022,B1,3274
44194,5,2022,B1,40003
44194,3,2022,B2,42291
44194,6,2022,B4,33470
44195,12,2022,B3,34042
44195,3,2021,B1,26188
44195,7,2022,B5,19585
44195,11,2022,B4,27429
44195,6,2022,B4,22246
44196,5,2022,B2,36965
44196,5,2021,B2,2906
44196,8,2022,B1,17519
44196,1,2022,B5,9025
44196,12,2021,B3,66648
44196,3,2022,B4,1811
44196,4,2022,B1,5051
44197,4,2021,B6,9774
44197,6,2022,B2,4223
44197,8,2021,B4,19515
44197,4,2022,B2,9568
44197,1,2022,B4,23579
44197,9,2022,B3,43928
44197,12,2021,B1,11083
44197,3,2021,B5,8134
44198,11,2021,B1,4709
44198,3,2021,B4,14408
44198,5,2022,B1,5252
44199,4,2022,B5,59470
44199,4,2021,B3,11662
44200,4,2021,B2,14205
44200,4,2021,B2,14710
44200,5,2021,B3,4565
44200,9,2022,B4,45942
44200,9,2022,B2,4489
44201,3,2022,B3,17472
44201,4,2022,B5,59861
44202,12,2021,B3,3427
44202,9,2021,B4,14717
44202,11,2022,B5,40501
44202,7,2021,B1,33377
44202,9,2021,B2,32231
44202,10,2021,B3,52464
44203,11,2021,B1,13588
44203,12,2021,B3,2325
44203,9,2021,B2,9692
44203,11,2021,B4,9399
44204,12,2021,B1,32648
44204,2,2021,B2,35945
44204,9,2022,B2,6888
44204,11,2022,B4,29925
44204,3,2021,B2,8200
44205,8,2022,B2,9651
44205,9,2021,B5,28650
44205,2,2022,B1,30257
44205,7,2022,B3,19670
44205,6,2021,B2,6516
44205,9,2022,B1,56762
44205,11,2021,B1,9874
44205,8,2021,B5,13613
44206,10,2022,B2,58581
44206,1,2021,B1,13229
44206,9,2021,B3,5701
44206,12,2021,B1,25575
44206,1,2021,B4,14475
44206,2,2022,B2,22660
44206,11,2021,B2,7579
44207,4,2021,B4,20239
44207,4,2022,B3,33015
44207,11,2022,B4,31690
44207,5,2022,B1,21511
44207,7,2021,B5,31008
44207,3,2021,B5,4593
44208,8,2022,B5,22206
44208,10,2022,B2,6538
44208,2,2022,B4,5657
44208,1,2022,B3,25525
44208,3,2021,B3,32082
44208,7,2022,B2,11843
44208,6,2022,B2,29592
44208,10,2021,B3,56216
44208,5,2021,B1,20313
44208,7,2022,B2,1731
44209,5,2021,B1,31582
44209,12,2021,B2,50830
44209,10,2021,B1,8190
44209,11,2021,B1,8290
44209,11,2022,B3,9247
44209,10,2022,B2,51879
44209,11,2022,B4,1743
44209,7,2021,B3,17823
44209,5,2021,B1,5506
44209,3,2021,B2,20505
44210,1,2022,B2,69743
44210,8,2021,B1,11799
44210,1,2022,B1,53889
44210,6,2022,B4,19877
44210,12,2022,B3,9144
44210,4,2021,B2,5508
44210,8,2021,B3,7227
44211,5,2021,B3,6915
44211,2,2021,B3,3053
44211,1,2022,B4,4975
44211,5,2022,B4,17689
44211,6,2021,B4,52496
44211,12,2021,B2,10695
44211,10,2022,B5,5653
44212,11,2022,B4,13432
44212,5,2022,B4,12437
44212,6,2021,B5,3896
44212,3,2021,B3,7250
44212,1,2021,B5,1850
44212,7,2021,B1,13390
44212,5,2021,B1,5172
44212,7,2021,B3,7293
44212,1,2022,B2,32628
44212,11,2021,B1,22014
44212,6,2022,B4,54671
44213,5,2021,B2,19428
44213,7,2022,B4,31259
44213,7,2022,B2,44256
44213,11,2021,B3,16482
44213,12,2022,B1,38248
44213,11,2022,B1,5893
44214,4,2021,B2,4786
44214,10,2022,B5,19964
44214,4,2022,B4,34867
44214,4,2022,B3,13540
44215,9,2022,B3,7804
44215,3,2021,B3,14242
44216,2,2022,B2,9381
44216,10,2021,B5,5566
44216,7,2022,B1,43557
44216,6,2022,B3,12059
44216,8,2021,B5,21024
44216,9,2022,B5,12102
44216,11,2021,B4,7821
44216,9,2022,B1,8584
44216,8,2021,B4,20693
44217,7,2021,B1,9944
44217,4,2022,B3,11460
44217,4,2021,B3,11852
44217,5,2021,B1,44712
44217,5,2022,B4,62407
44217,7,2022,B2,11645
44218,12,2022,B2,21403
44218,9,2022,B4,37127
44218,7,2022,B5,4200
44218,7,2022,B4,53500
44219,7,2022,B6,40919
44219,5,2021,B4,33080
44219,1,2021,B5,8138
44219,2,2021,B5,6527
44219,4,2021,B4,28180
44219,11,2022,B5,41258
44219,5,2022,B3,34995
44219,1,2021,B1,35436
44220,4,2022,B5,3973
44220,8,2021,B3,28343
44220,8,2021,B5,31826
44221,1,2021,B2,21396
44221,4,2022,B2,1458
44221,3,2022,B1,10027
44221,1,2021,B1,9145
44221,12,2021,B3,21045
44222,11,2021,B5,29233
44222,6,2021,B2,24509
44222,1,2021,B2,33213
44222,6,2021,B3,13420
44223,12,2022,B2,6733
44223,1,2021,B4,41260
44223,4,2021,B3,44518
44223,6,2022,B2,13418
44223,12,2022,B5,57102
44224,10,2022,B1,14969
44224,2,2021,B2,11019
44224,12,2022,B1,12024
44224,12,2022,B1,46127
44224,7,2021,B2,8103
44225,5,2022,B5,3293
44225,9,2022,B5,15280
44225,8,2021,B1,16413
44225,5,2021,B1,27964
44225,5,2021,B4,29046
44225,8,2022,B3,49442
44225,9,2022,B4,17137
44226,5,2022,B4,31497
44226,9,2021,B5,67609
44226,8,2022,B1,8841
44226,7,2022,B1,30299
44227,8,2021,B7,43863
44227,1,2022,B2,35444
44227,8,2022,B3,12040
44227,2,2021,B1,30516
44228,2,2022,B1,12331
44228,10,2021,B5,4899
44228,8,2021,B4,15732
44228,6,2022,B2,9090
44228,10,2022,B4,52413
44228,1,2022,B2,22933
44228,12,2022,B3,21464
44228,5,2022,B1,14791
44228,11,2021,B4,4048
44228,12,2021,B4,12084
44229,6,2021,B1,5712
44230,7,2021,B7,10483
44230,3,2021,B4,32955
44230,11,2021,B1,4447
44230,2,2021,B2,24387
44230,10,2022,B2,40862
44230,6,2022,B4,11034
44230,7,2021,B4,16347
44230,7,2022,B4,5841
44230,1,2022,B1,2736
44230,5,2022,B3,32928
44231,11,2022,B1,29963
44231,4,2022,B1,1149
44231,5,2022,B5,17163
44231,7,2021,B1,34872
44231,3,2021,B5,9472
44231,7,2021,B4,17342
44231,10,2021,B4,15763
44232,2,2022,B1,49680
44232,3,2021,B3,9546
44232,4,2022,B2,35243
44232,9,2021,B1,12509
44232,1,2021,B3,27737
44233,6,2021,B2,5339
44233,9,2021,B2,55980
44233,10,2021,B1,37285
44233,4,2022,B5,14707
44233,10,2022,B4,6742
44233,2,2021,B5,5056
44233,12,2021,B4,16473
44233,2,2021,B3,15754
44233,11,2021,B1,26371
44233,8,2021,B1,45098
44233,1,2022,B4,12555
44233,4,2021,B1,28758
44233,4,2021,B1,22389
44234,1,2021,B4,41620
44234,7,2022,B2,9680
44234,9,2021,B5,14756
44234,3,2021,B2,16180
44235,8,2022,B3,28640
44235,12,2022,B3,31056
44235,10,2021,B3,9308
44235,5,2021,B4,12328
44235,11,2021,B3,51476
44236,10,2021,B1,6022
44236,9,2022,B5,7923
44236,9,2021,B2,15188
44236,6,2022,B3,15945
44236,10,2022,B2,9508
44236,3,2021,B1,18160
44236,4,2021,B2,34893
44236,2,2022,B2,4619
44236,5,2021,B3,32935
44237,2,2021,B1,54654
44237,8,2021,B4,18114
44237,5,2021,B1,30415
44238,7,2021,B4,8766
44238,10,2022,B4,3546
44238,7,2021,B2,21473
44238,2,2022,B2,18536
44238,2,2021,B2,13852
44238,11,2021,B4,37682
44238,10,2022,B5,6978
44238,8,2021,B2,39408
44239,7,2022,B4,13399
44239,12,2021,B5,25580
44239,11,2021,B2,46806
44239,10,2022,B3,12324
44239,10,2021,B5,15231
44239,8,2022,B1,8827
44239,8,2021,B4,5985
44239,6,2022,B3,8589
44240,10,2021,B4,20739
44240,2,2022,B2,5937
44240,2,2022,B3,28117
44240,6,2022,B5,8677
44240,2,2021,B4,18303
44240,5,2022,B1,18846
44240,4,2022,B4,24656
44240,10,2021,B3,21017
44241,1,2021,B1,21142
44241,12,2021,B3,28095
44241,6,2021,B4,39531
44241,5,2022,B5,47996
44241,5,2022,B3,13446
44241,12,2022,B1,6571
44241,11,2022,B5,4194
44242,1,2021,B4,27351
44242,4,2021,B2,8853
44242,12,2021,B2,10192
44242,4,2022,B2,32009
44242,4,2021,B2,14046
44242,7,2022,B5,2859
44242,8,2022,B5,10511
44242,11,2021,B4,51491
44242,11,2021,B5,2203
44243,1,2021,B2,6926
44243,5,2022,B3,15067
44243,4,2021,B5,3125
44243,11,2022,B5,20663
44243,3,2021,B4,3896
44244,12,2022,B2,36444
44244,11,2022,B5,21301
44244,12,2021,B4,7966
44245,6,2022,B7,18540
44245,9,2022,B4,13632
44245,9,2022,B5,18950
44245,8,2022,B2,19482
44245,6,2021,B2,18197
44245,6,2022,B2,19433
44245,5,2021,B2,63854
44246,8,2021,B2,34034
44246,10,2022,B3,16646
44246,4,2021,B1,17187
44246,8,2022,B2,8417
44246,12,2022,B5,39128
44246,5,2021,B5,19074
44247,12,2021,B3,6191
44247,8,2022,B4,19138
44247,11,2021,B4,16151
44247,1,2021,B4,7177
44247,2,2022,B4,27285
44247,6,2021,B4,6128
44248,10,2021,B5,19424
44248,6,2021,B1,12798
44248,7,2022,B2,24010
44248,5,2021,B2,17656
44248,6,2021,B5,50030
44248,3,2022,B2,46009
44248,12,2022,B5,4161
44248,8,2021,B5,28697
44248,1,2021,B4,32319
44249,10,2022,B5,17054
44249,7,2021,B2,12093
44250,11,2021,B5,14875
44250,4,2022,B2,15301
44250,10,2022,B5,51653
44250,5,2021,B5,4455
44250,7,2021,B1,23404
44250,6,2022,B4,62540
44250,12,2022,B5,1761
44250,12,2021,B3,17832
44250,10,2021,B2,2650
44251,5,2022,B5,5879
44251,11,2022,B2,8298
44251,4,2021,B5,22365
44251,11,2022,B2,43166
44251,3,2021,B4,7131
44251,12,2021,B2,26225
44252,1,2022,B5,11601
44252,4,2021,B1,18997
44252,8,2022,B3,41266
44252,8,2022,B1,3262
44253,6,2021,B2,15851
44253,7,2022,B4,61951
44253,3,2021,B4,12143
44253,1,2022,B5,9616
44253,11,2022,B4,15443
44253,8,2022,B3,4451
44253,11,2022,B2,33908
44254,5,2022,B5,53304
44254,11,2022,B3,35404
44254,12,2022,B3,19495
44254,7,2022,B5,13364
44254,5,2021,B5,8642
44255,5,2021,B3,51958
44255,5,2022,B1,24078
44256,3,2022,B5,3327
44256,9,2021,B1,34399
44256,4,2022,B3,62203
44256,12,2021,B3,32851
44256,2,2022,B1,39200
44257,9,2021,B3,20015
44257,2,2022,B2,22723
44257,5,2021,B3,5244
44257,9,2022,B2,53814
44257,1,2022,B1,23439
44257,2,2022,B4,28901
44258,7,2022,B2,13107
44258,11,2021,B1,36184
44258,6,2022,B5,3832
44258,9,2022,B3,17611
44258,1,2022,B4,9221
44258,10,2021,B3,48404
44259,5,2021,B5,1815
44259,3,2022,B5,31379
44259,1,2022,B1,58279
44259,8,2022,B4,2285
44259,8,2021,B4,11320
44260,11,2022,B3,2386
44260,2,2021,B3,2112
44260,6,2021,B4,4040
44260,7,2021,B3,47423
44261,3,2022,B7,1805
44261,1,2021,B1,34741
44261,9,2022,B5,9376
44261,2,2022,B3,30966
44261,5,2022,B3,9702
44261,9,2022,B1,51124
44261,1,2021,B2,18781
44261,2,2021,B3,7899
44261,9,2022,B2,41598
44261,9,2022,B3,34692
44261,12,2022,B1,32617
44262,2,2021,B4,18982
44262,1,2021,B4,57305
44262,9,2022,B3,31365
44262,4,2021,B4,23315
44262,9,2022,B3,37235
44262,1,2022,B1,54531
44263,5,2021,B5,40256
44263,7,2021,B5,16296
44263,11,2022,B3,5161
44264,5,2022,B4,2307
44264,5,2021,B3,9983
44264,7,2021,B4,6495
44264,10,2022,B4,12909
44264,1,2022,B3,15864
44264,10,2022,B4,5804
44264,7,2022,B2,14180
44264,5,2021,B3,11050
44265,9,2021,B5,28603
44265,9,2022,B4,38944
44265,2,2021,B3,39097
44265,8,2021,B5,14946
44265,8,2022,B5,7172
44265,10,2021,B5,42312
44266,6,2021,B1,48268
44266,2,2022,B5,5787
44266,1,2021,B5,54384
44266,7,2021,B1,18866
44266,9,2022,B3,14926
44266,6,2021,B4,1420
44267,4,2022,B4,16944
44267,12,2021,B3,6323
44267,8,2021,B2,11306
44267,6,2021,B3,37311
44267,9,2021,B2,20493
44267,2,2022,B3,47456
44268,6,2022,B4,6784
44268,8,2022,B1,9802
44268,5,2021,B3,1346
44268,8,2022,B5,36305
44269,6,2021,B1,65522
44269,4,2021,B5,12492
44269,8,2022,B3,23820
44269,11,2021,B5,13706
44269,9,2022,B3,37224
44270,12,2022,B5,27416
44270,11,2022,B3,72688
44270,6,2021,B5,32207
44270,9,2021,B1,7957
44270,7,2022,B1,11637
44270,10,2022,B2,7862
44270,10,2022,B1,36367
44270,9,2021,B4,4811
44271,1,2022,B5,55294
44271,3,2021,B1,26861
44271,3,2021,B4,21907
44271,4,2021,B4,25882
44272,12,2022,B2,51698
44272,9,2021,B3,7659
44272,3,2022,B2,48020
44272,3,2021,B4,11539
44273,2,2022,B4,1789
44274,4,2022,B3,19506
44274,6,2022,B4,12340
44274,11,2022,B3,22417
44275,12,2022,B2,5254
44275,6,2021,B4,3221
44275,6,2021,B4,3186
44275,6,2022,B5,24993
44276,11,2022,B4,6566
44276,9,2021,B1,14528
44276,11,2021,B4,4097
44276,12,2021,B5,25552
44276,3,2021,B4,19060
44276,7,2022,B4,10389
44276,8,2022,B4,14824
44276,11,2021,B4,10621
44276,6,2022,B1,31403
44276,1,2022,B4,42168
44276,5,2022,B1,5028
44277,2,2022,B4,10462
44277,8,2022,B5,18785
44277,12,2022,B5,13039
44278,10,2021,B3,26143
44279,11,2022,B1,5917
44279,7,2022,B4,29463
44280,3,2022,B4,12681
44280,3,2022,B4,3383
44280,11,2021,B4,7325
44280,2,2021,B1,15294
44281,12,2021,B4,6582
44281,4,2021,B1,21310
44281,10,2021,B5,4404
44281,8,2022,B5,26292
44281,10,2022,B5,10561
44282,9,2021,B3,19144
44282,4,2021,B2,38682
44282,6,2021,B2,46346
44282,12,2022,B2,24510
44282,10,2021,B3,35058
44282,12,2022,B2,10767
44283,6,2022,B2,27181
44283,2,2021,B4,5026
44283,10,2021,B4,7278
44283,1,2021,B4,3328
44283,2,2022,B3,9892
44283,7,2022,B4,49436
44283,6,2021,B3,13986
44283,5,2022,B3,46229
44284,2,2021,B2,16631
44284,6,2021,B3,4602
44284,1,2021,B2,36545
44284,9,2022,B3,15042
44284,9,2022,B3,25292
44284,8,2021,B4,6857
44285,7,2022,B2,11838
44285,1,2022,B3,11251
44285,8,2021,B3,26915
44285,11,2021,B3,27393
44285,9,2022,B4,20473
44285,10,2021,B1,9560
44286,8,2022,B5,25032
44286,12,2022,B5,33098
44286,8,2021,B4,54107
44286,8,2021,B4,15337
44286,2,2021,B5,20756
44287,4,2021,B3,5038
44287,8,2021,B1,30148
44287,11,2021,B2,14071
44287,10,2022,B5,32283
44287,7,2021,B1,2974
44288,8,2022,B1,56453
44288,6,2021,B4,14852
44288,9,2021,B2,15135
44288,6,2022,B3,27403
44288,10,2021,B4,53619
44289,4,2021,B3,42297
44289,2,2022,B4,36182
44289,7,2021,B5,29511
44289,3,2021,B4,55745
44289,8,2022,B4,3045
44289,10,2021,B4,22354
44289,7,2022,B5,41638
44290,12,2021,B4,20144
44290,7,2021,B3,37269
44290,8,2021,B1,16111
44290,4,2022,B3,31342
44290,12,2021,B1,14971
44290,6,2021,B4,25165
44290,5,2022,B2,37785
44290,6,2021,B3,27440
44290,5,2021,B3,8581
44291,2,2022,B3,23856
44291,10,2021,B5,28057
44291,11,2022,B4,5700
44291,5,2021,B4,39562
44291,6,2022,B2,31783
44291,2,2022,B4,17559
44291,7,2021,B1,29126
44292,10,2021,B4,11316
44292,6,2021,B1,11060
44292,11,2021,B3,7037
44292,3,2021,B2,41913
44292,7,2021,B5,6851
44292,10,2022,B4,28219
44293,9,2021,B1,10362
44293,10,2021,B3,39844
44293,3,2021,B4,13614
44293,12,2022,B3,9521
44294,12,2021,B2,28494
44294,10,2021,B1,54761
44294,9,2021,B4,33135
44295,4,2022,B2,7865
44295,1,2022,B5,10484
44295,12,2022,B1,20902
44295,10,2021,B5,7743
44296,4,2021,B2,7656
44296,11,2022,B5,10164
44296,1,2022,B2,9576
44296,8,2021,B3,7114
44296,1,2022,B2,8880
44296,5,2022,B2,15918
44296,7,2021,B2,8510
44297,8,2022,B5,14129
44297,12,2022,B5,34387
44297,7,2022,B1,49776
44297,2,2021,B3,14257
44297,10,2022,B4,12690
44298,4,2021,B3,19816
44298,10,2021,B1,20590
44298,5,2021,B1,14844
44299,3,2022,B4,858
44299,1,2022,B4,9145
44299,8,2021,B5,12786
44299,9,2022,B4,5921
44299,4,2022,B3,39580
44299,6,2021,B1,9510
44299,12,2022,B1,25967
44300,10,2021,B2,7136
44301,8,2021,B3,21850
44301,1,2022,B5,8180
44301,6,2021,B3,43204
44301,4,2021,B3,13835
44301,3,2021,B2,25271
44301,10,2022,B5,12598
44302,7,2021,B4,30919
44302,7,2021,B3,6476
44303,10,2022,B4,29828
44303,11,2021,B3,8023
44303,8,2021,B1,59074
44303,7,2021,B3,57753
44303,11,2022,B4,24741
44303,12,2022,B1,1845
44303,2,2022,B4,8256
44303,10,2021,B3,33016
44303,5,2022,B4,14203
44303,2,2022,B1,56630
44304,3,2022,B4,5850
44304,9,2022,B4,47498
44304,12,2022,B5,4032
44304,4,2021,B2,19548
44304,9,2021,B3,39490
44304,1,2022,B3,51602
44304,4,2022,B4,10127
44305,7,2021,B4,12839
44305,5,2021,B3,49671
44305,7,2021,B1,59242
44305,3,2021,B3,19869
44305,4,2021,B5,32790
44305,8,2021,B3,45014
44305,6,2021,B4,51914
44306,1,2022,B1,10874
44306,10,2021,B4,15578
44306,11,2021,B5,4678
44306,4,2022,B5,3606
44306,6,2022,B4,11371
44306,6,2022,B5,38103
44306,9,2021,B1,63929
44306,2,2021,B5,55678
44306,4,2022,B1,12889
44306,4,2022,B2,47904
44306,10,2022,B5,17662
44306,5,2022,B5,13359
44307,10,2021,B5,16788
44307,3,2022,B1,10872
44307,4,2022,B5,12816
44307,5,2022,B5,9224
44307,11,2022,B3,7694
44307,8,2022,B2,16065
44307,6,2022,B5,23785
44307,11,2022,B1,13539
44308,6,2022,B7,61922
44308,7,2022,B1,13932
44308,12,2022,B3,17748
44308,5,2021,B2,9356
44308,4,2021,B1,10290
44308,10,2021,B1,27123
44308,9,2021,B2,8259
44309,10,2022,B5,19464
44309,9,2021,B3,1208
44309,8,2021,B4,5591
44310,8,2022,B7,8570
44310,3,2022,B2,28680
44310,5,2021,B4,10243
44310,8,2021,B2,57321
44310,10,2021,B4,19599
44311,11,2022,B5,20905
44311,9,2021,B3,22267
44312,6,2022,B2,15258
44312,10,2022,B5,45361
44312,11,2021,B5,19354
44312,8,2021,B3,14165
44312,10,2021,B1,19529
44312,8,2022,B4,3256
44312,6,2021,B2,11941
44312,7,2022,B4,15692
44312,4,2021,B1,27566
44312,5,2022,B2,3808
44312,1,2021,B1,29978
44312,7,2021,B3,23113
44313,1,2022,B5,58084
44313,11,2021,B5,18487
44314,3,2021,B1,16719
44314,9,2021,B5,21849
44314,7,2021,B2,17700
44314,12,2022,B5,6300
44314,3,2021,B2,29439
44314,10,2022,B3,5128
44314,5,2021,B4,52567
44314,7,2022,B1,19864
44314,12,2022,B3,7141
44315,5,2022,B5,9593
44315,9,2022,B3,14270
44315,7,2022,B1,2341
44315,4,2022,B4,55307
44315,7,2021,B2,13070
44316,10,2021,B1,19362
44316,3,2022,B1,20846
44316,10,2022,B2,28008
44316,7,2021,B4,67540
44316,2,2021,B1,45385
44316,7,2021,B5,37632
44316,7,2022,B3,33390
44316,4,2022,B3,12097
44316,8,2021,B1,28566
44316,5,2022,B3,4279
44316,9,2021,B4,15491
44316,7,2022,B1,46822
44316,11,2021,B4,29716
44316,9,2022,B2,5608
44317,11,2022,B5,11916
44317,6,2021,B1,6224
44317,11,2022,B5,8178
44317,1,2022,B1,40878
44318,9,2022,B5,12117
44318,4,2021,B6,20046
44318,11,2022,B1,14605
44318,11,2022,B5,15792
44318,2,2022,B4,24313
44318,10,2021,B3,12496
44318,9,2021,B1,39506
44318,3,2022,B2,29841
44318,9,2021,B3,14470
44319,8,2021,B1,34415
44319,5,2021,B3,8142
44319,1,2021,B1,4583
44319,6,2021,B5,45220
44319,1,2021,B3,14842
44319,8,2022,B3,23248
44320,1,2021,B4,45709
44320,3,2021,B2,14629
44320,7,2021,B5,30525
44321,11,2021,B3,18164
44321,1,2021,B1,24509
44321,3,2021,B4,42259
44321,7,2022,B5,9610
44321,2,2021,B4,6008
44321,11,2021,B2,15207
44322,5,2021,B4,7122
44322,8,2022,B4,32228
44322,5,2021,B3,7659
44322,11,2021,B1,18228
44322,8,2021,B5,47830
44322,10,2022,B2,16933
44322,12,2021,B3,32822
44322,7,2022,B3,39868
44323,10,2021,B4,12852
44323,11,2021,B3,15336
44323,11,2021,B1,9747
44323,9,2021,B4,15203
44323,7,2021,B2,18132
44323,5,2022,B5,19199
44323,7,2022,B1,27040
44324,12,2021,B3,28567
44324,7,2021,B5,16759
44324,10,2021,B4,16506
44324,11,2021,B3,20309
44325,1,2021,B3,10911
44325,6,2021,B2,18860
44325,9,2021,B4,2933
44325,10,2022,B2,33193
44325,11,2022,B5,23937
44325,8,2022,B4,3119
44325,10,2022,B3,10420
44326,3,2021,B2,17723
44326,11,2021,B2,24093
44326,9,2021,B3,35366
44326,10,2021,B3,13297
44326,5,2021,B4,8781
44326,12,2021,B3,25925
44326,9,2022,B5,19574
44327,11,2021,B1,21538
44327,9,2021,B5,3486
44327,8,2022,B2,20665
44327,7,2021,B4,3214
44328,11,2021,B3,12816
44328,3,2022,B1,9930
44328,12,2022,B3,8367
44328,11,2021,B3,4250
44328,11,2022,B4,54834
44328,1,2022,B3,2197
44329,3,2021,B5,40193
44330,5,2021,B2,1644
44330,6,2021,B4,59830
44331,6,2021,B6,45650
44331,12,2021,B2,8591
44331,1,2022,B1,19599
44331,12,2021,B1,11684
44331,7,2021,B4,18835
44331,1,2022,B2,12750
44331,9,2021,B3,32956
44331,1,2022,B5,63377
44331,5,2022,B3,2995
44331,12,2022,B3,41885
44331,4,2021,B4,20934
44331,11,2022,B1,30012
44332,7,2021,B7,20259
44332,10,2022,B2,24337
44332,7,2021,B2,37539
44332,3,2022,B4,15501
44332,5,2022,B2,10369
44332,9,2021,B4,11296
44332,7,2022,B2,38193
44332,9,2021,B5,60200
44332,2,2021,B4,23676
44333,3,2021,B2,55911
44333,10,2021,B1,5208
44333,11,2022,B5,5581
44333,11,2021,B5,36233
44333,12,2021,B5,12152
44333,5,2022,B3,22958
44333,6,2021,B2,10234
44334,11,2021,B3,44840
44334,4,2021,B3,7765
44334,7,2022,B5,5355
44334,6,2022,B2,19179
44335,5,2021,B4,7997
44335,5,2021,B2,10714
44335,12,2022,B4,3493
44335,2,2022,B2,39204
44335,5,2022,B4,10702
44336,12,2022,B1,19623
44336,9,2021,B4,24378
44337,4,2021,B4,12241
44337,12,2022,B4,18899
44337,6,2021,B2,2064
44337,7,2022,B2,15894
44338,10,2022,B5,26224
44338,5,2021,B2,6921
44338,9,2021,B4,21688
44338,3,2022,B3,56592
44338,12,2021,B5,7321
44338,7,2022,B2,7896
44338,5,2021,B3,14291
44338,11,2021,B4,30855
44338,4,2021,B1,24230
44339,8,2021,B3,19697
44339,12,2021,B2,25465
44339,6,2021,B1,14029
44339,3,2022,B4,10901
44339,3,2021,B5,16140
44339,7,2022,B3,21520
44339,4,2022,B5,14694
44339,7,2021,B3,24433
44340,8,2021,B5,33269
44340,8,2021,B4,13237
44340,4,2021,B5,38096
44340,10,2021,B4,27991
44340,6,2022,B3,13009
44340,11,2022,B1,21738
44340,12,2022,B5,31585
44341,8,2022,B5,45595
44341,7,2021,B1,17340
44341,3,2022,B5,4081
44341,4,2021,B5,21040
44342,6,2021,B5,12408
44342,5,2022,B5,15102
44342,10,2021,B4,21346
44342,12,2021,B1,13795
44342,2,2021,B5,14400
44342,2,2022,B4,3349
44342,11,2021,B3,14688
44343,2,2022,B4,31546
44343,3,2022,B4,11711
44343,10,2021,B1,21511
44344,3,2022,B5,15456
44344,1,2021,B1,27110
44344,9,2021,B1,53614
44344,2,2021,B4,19925
44344,10,2022,B2,26316
44344,2,2022,B2,46544
44345,7,2021,B3,39996
44345,3,2021,B5,4867
44345,9,2021,B1,18948
44345,8,2021,B2,71885
44345,2,2022,B5,8459
44345,10,2021,B4,41720
44345,2,2021,B3,45564
44345,2,2022,B1,1830
44345,12,2022,B2,10389
44345,1,2021,B2,16744
44346,8,2022,B1,18812
44346,3,2022,B1,34521
44346,8,2022,B2,12966
44346,7,2021,B3,22235
44346,3,2022,B2,47421
44346,4,2022,B1,42457
44348,12,2021,B4,12538
